Christ for Life Manchester, Christ Evangelical Ministries Building,, 1294 – 1296 Ashton Old Road, , Manchester, Lancashire, M11 1JG, 53.4726189, -2.1624418 
Living Faith House Deptford, 29 gateley House, London, , London, London, SE4 2JF, 51.4600299, -0.0448317 
Testimony Parish Birmingham, 120 Aberdeen Street, Winson Green, , Birmingham, West Midlands, B18 7DL, 52.4886024, -1.9358644 
Adonai Assembly Leyton, The Legacy Business Centre (Room 317), 2A Ruckholt Road, Leyton, Leyton, London, E10 5NP, 51.5577188, -0.0091234 
Covenant Restoration Assembly Perry Barr, 1st Floor Unit 3, 1 Holford Drive,, off Aldridge Road, Close to Birmingham City University,, Perry Barr, Birmingham, West Midlands, B42 2TU, 52.5213868, -1.895317 
Great Grace Assembly Woolwich, DEPTFORD LOUNGE LIBRARY, 1 GIFFIN STREET, LONDON, London, London, SE8 4RJ, 51.4774793, -0.023593 
Rehoboth Centre Stockport, Torkinton Community Centre, Stockport, , , , SK7 4PY, 53.3777829, -2.1142786 
Fruitful Land Tilbury, Fruitful land Centre, Civic Square, , Tilbury, Essex, RM18 8ED, 51.4595797, 0.369573 
Grace Pavillion Plumstead, 2 Kingsway Highway, plumstead, , London, London, SE18 2NL, 51.4806361, 0.090968 
The Masters Sanctuary Barking, Barking and Dagenham College, Sports Suite, , , Essex, RM7 0XU, 51.5603138, 0.1744771 
Dunamis Ruislip, Winston Church Hall, Manor Farm Site,, Ruislip, London, London, HA4 8BD, 51.5774135, -0.4266525 
Joint Heirs Connections Plaistow, Newham African Caribbean Resource Centre, 627-633 Barking Road, , Plaistow, , E13 9EZ, 51.5272756, 0.0309244 
House of Praise Golden Arena, Royal Sovereign House, First Floor, 40 Beresford Street,, Woolwich, London, SE18 6BF, 51.4931367, 0.0666268 
Great High Place Welling Kent, Salvation Army Welling, 124 Welling High Street, Welling, Welling, Kent, DA16 1TJ, 51.4621582, 0.1084066 
Higher Ground Assembly Croydon, 58-60, Windmill Road, Croydon, , , CR0 2XP, 51.38518, -0.1009408 
Holy Ghost Zone Huddersfield, Victorian Garage, Albert Street, Lockwood, Huddersfield, West Yorkshire, HD1 3PR, 53.6373972, -1.7879983 
House of Salvation Portlethen, Portlethen Academy, Bruntland Road, , Portlethen, Portlethen, AB12 4QL, 57.0592855, -2.1314184 
International Christian Centre Chadwell Heath, The Resurrection Life Community Resource Centre, Rear of 31 – 35 High Road, , Chadwell Heath, Essex, RM6 6QJ, 51.5712135, 0.1318198 
City of Faith Newmarket, Sport Pavillion, Bury Road, Newmarket, Newmarket, Suffolk, Sufolk CB8 8BT., 52.2401315, 0.4117464 
Grace & Fruitfulness Assembly Colchester, Forest Road Meeting Hall, 121 Forest Road, Greenstead, Colchester, , CO4 3XG, 51.8862276, 0.9356177 
Love Foundation Assembly Birmingham, 1 Longbridge Lane, Birmingham, , Birmingham, West Midlands, B31 2TW, 52.3966685, -1.9826875 
Place of His Presence London, Ringway Centre, 268 Baring Road, , Grove Park, London, SE12 0DS, 51.4350234, 0.0197367 
Manifesting His Glory Purfleet, Royal Hotel, London, Purfleet, Purfleet, Essex, RM19 1QA, 51.4828745, 0.2310392 
Grace Sanctuary Watford, St Thomas Church, 68 Langley Rd, , Watford, Hertfordshire, WD17 4PN, 51.6646551, -0.4027237 
Breakthrough Chapel Hornchurch, Ardleigh House, 42 Ardleigh Green Road, , Hornchurch, Essex, RM11 2LG, 51.5832739, 0.2209709 
My Fathers House Dunstable, Mountbatten House, 56 High Street, South Dunstable, Dunstable, Bedfordshire, LU6 3HD, 51.8845791, -0.5197094 
Kingdom of Praise & Thanksgiving Hackney, The Round Chapel, 2, POWERSCROFT ROAD, LOWER CLAPTON, Hackney, London, E5 0PU, 51.5530463, -0.0511162 
New Jerusalem Church MANCHESTER, 2 Empire Street, Manchester, , Manchester, Greater Manchester, M3 1JA, 53.4931332, -2.2406723 
Christos Palace Stevenage, Shephall Green Community Centre, , , Stevenage, Hertfordshire, SG2 9XR, 51.8910229, -0.1767684 
Bethlehem House of Worship, Bacon’s College,, Timber Pond Road, , Canada Water,, London, SE16 6AT, 51.5019458, -0.0411218 
Grace Haven Chapel Brighton, Thistle Hotel Brighton, Kings Road Brighton, , Brighton, West Sussex, BN1 2GS, 50.8202487, -0.140478 
Green Pastures Parish Leicester, 101 Jarrom Street, Leicester, , Leicester, Leicestershire, LE2 7DX, 52.6264254, -1.1413011 
Jesus Sanctuary Northampton, Unit M5, KG Business Centre, Kingsfield Way, Northampton, Northamptonshire, NN5 7QS, 52.25252, -0.9181205 
Power Connections Leeds, CONNECTION POINT, 236 Meanwood Road, , , Leeds, Yorkshire, LS7 2AH, 53.8135116, -1.5433832 
Majesty Connections Basildon, Pitsea Leisure Centre, Pitsea, , Basildon, Essex, SS13 3DW, 51.566241, 0.5066311 
Open Heavens Sanctuary Dagenham, The Attik, 218-224 Heathway, The Mall, Dagenham, Dagenham, RM10 8RE, 51.5408509, 0.1487444 
Living Water Parish S/Wimbledon, 169 – 171 Haydons Road, South Wimbledon, London, , South Wimbledon, London, SW19 8TB, 51.4211606, -0.1873157 
Power of Jehovah Chelmsford, Ist Floor, 1 Russell Way, , Chelmsford, Essex, CM1 3AA, 51.7217314, 0.4478939 
Altar of Praise Harlesden, POPLAR GROVE CENTRE, WEMBLEY, London, London, London, HA9 9DB, 51.5635228, -0.2623545 
Rehoboth Centre Enfield, 24A Green Street,, Enfield, , Enfield, London, EN3 7HQ, 51.6570174, -0.0457045 
Spring of Life Chapel Grays, Rehoboth Centre, Old Snooker Hall, 22-24 High Street, Grays, Essex, RM17 6LU, 51.4777769, 0.3226444 
Renewal Ground Euston, ST.MARY MAGDALENE CENTRE, EVERSHOLT STREET, , Euston, London, NW1 1BN, 51.5314119, -0.1347412 
House of Mercy London, Unit 10, Lyndean Industrial Estate, 139 Felixstowe Road, , London, London, SE2 9SG, 51.4926725, 0.1192936 
Strong Tower Oldham, Fountain of Hope and Excellence, Salt Cellar, 11A Church Lane, Oldham, Greater Manchester, OL1 3AN, 53.5424448, -2.1120969 
Salvation Theatre Wolverhampton, Eastfield Community Centre, Colliery Road, Wolverhampton, Wolverhampton, West Midlands, WV1 2QY, 52.584817, -2.1065624 
 
The Chapel of Courage Dagenham, Saint John the Divine, Mawney Road, Romford, Dagenham, Essex, RM7 7BH, 51.5804156, 0.1665454 
Living Word Parish Darlington, Unit 1 Valley Street, Darlington, , Darlington, Durham, DL1 1PY, 54.5295944, -1.5495405 
The Salvation Trumpeters Angel, Claremont Centre, 24-27 White lion street, , london, London, N1 9PD, 51.5325636, -0.107833 
The Sowers Kilburn, The Vale Community Centre, 1 Pentland Road, , Kilburn, London, NW6 5RT, 51.5317822, -0.1963767 
 
Open Heavens Fife, Redemption House, Victoria Gardens, Kirkcaldy, , Fife, Fife, KY1 1DJ, 56.1150277, -3.1616341 
Center of Joy Dartford, 2nd floor, ,, Westgate House, Spital Street, Dartford,, Kent, DA1 2EH, 51.445497, 0.2131415 
Hephzibah Woodgreen, Park View Academy, West Green Road, London, , London, N15 3RB, 51.587192, -0.0905657 
 
The Throne of Grace Parish Wisbech, 6, Union Place, Castle Square, Wisbech, , PE13 1EH, 52.6638009, 0.160086 
New Gate Parish Milton Keynes, Estate Community Centre, Fern Grove Bletchley, , Milton Keynes, Buckinghamshire, MK2 3HQ, 51.980264, -0.7271782 
Living Word Parish Worthing, Sidney Walter Centre, Sussex Road, Worthing, Worthing, West Sussex, BN11 1DS, 50.8167279, -0.3692483 
Oasis of Love Littlehampton, 49, Beach Road, Littlehampton, , , BN17 5JG, 50.807318, -0.5386868 
Covenant Restoration Assembly Radford Coventry, Barr’s Hill School and Community College, Radford Road, Coventry, West Midlands, , CV1 4BU, 52.415216, -1.51608 
Emmanuel Parish Eastlea, Eastlea Community School, Pretoria Road, London, , , E16 4NP, 51.5237921, 0.0102414 
Place of Victory Hackney, 7-8 The Oval, Off Hackney Road, , Hackney, London, E2 9DT, 51.5331991, -0.0586686 
Petra House Andover, 31-33 (Valley Church Building), Bridge Street, Andover, Winchester, Hampshire, SP10 1BE, 51.2062764, -1.4800519 
Living Faith Connections Barking, The Altar, 23 Thames Road, , Barking, Essex, IG11 0HN, 51.5256206, 0.1018945 
Turning Point Christian Assembly Milton Keynes, Oak Grove Leisue Centre, Brick Hill, , Milton Keynes, Buckinghamshire, MK10 9JQ., 52.0389449, -0.7093872 
Winners House Lewisham, Unit 4 Sherwood Court, Thurston Road, Lewisham, Lewisham, London, SE13 7SD, 51.4664258, -0.016584 
Christ’s Love Assembly Swindon, Toothill Community Centre Hall, Dunwich Drive, , Swindon, Wiltshire, SN1 4GT, 51.549665, -1.7911666 
Fountain of Love Fraserburgh, JIC Link Up Building,, Albert Street, , Fraserburgh, Aberdeenshire, AB43 9JL, 57.693549, -2.0136575 
Winners Tabernacle Streatham, 2, Darcy Road, London, , London, SW16 4TY, 51.4061071, -0.1312175 
Winners Way Chatham, Stonecross Lea Community Centre, Chatham, , Chatham, Kent, ME5 0BL, 51.36669, 0.542309 
Divine Mandate House Nottingham, Bells Lane Community Centre, 194 Amesbury Circus, , Nottingham, Nottinghamshire, NG8 6DD, 52.9845453, -1.2067298 
Jesus House Inverness, Raigmore Recreation Hall, Raigmore Hospital, Old Perth Road, Inverness, Inverness-shire, IV2 3UJ, 57.4738232, -4.1924715 
Testimony Chapel West Bromwich, Wednesbury Road, Hilltop, West Bromwich, Birmingham, West Midlands, B70 0SB, 52.5401491, -2.0121057 
Beautiful Gate Glasgow, The Tabernacle, 69 James Street, Glasgow, Glasgow, Lanarkshire, G40 1BZ, 55.8482395, -4.2286828 
Fountain of Grace Telford, Meeting Point , Town Centre, , , Telford, Shropshire, TF3 4HS, 52.6739547, -2.4469773 
Thanksgiving House Chelmsford, The Ressurection & Learning Centre, Brockley Road (besides Travis Perkins), Off Navigation Road, Off Springfield Road, Chelmsford, Essex, CM2 6HQ, 51.7314606, 0.4835114 
Fountain of Life Welwyn Garden City, 15 Howardsgate, Welwyn Garden City, , Welwyn Garden City, Hertfordshire, AL8 6AL, 51.8023796, -0.2077595 
Kings Court Chapel Milton Keynes, Odeon Cinema, 602 Midsummer Boulevard, , Milton Keynes, Buckinghamshire, MK9 3NB, 52.0413547, -0.7553773 
Dominion Tabernacle Deptford, Lady Florence Hall, 21 Deptford, Broadway, Deptford Bridge Deptford, London, SE8 4PA, 51.4750001, -0.0248234 
Hall of Success Leytonstone, 440 Cathall Road, Leytonstone, London, , , E11 4LA, 51.5603801, 0.0035878 
Rivers of Water Surbiton, Berrylands Christian Centre, 41King Charles Road, , Surbiton, Surrey, KT6 7SZ, 51.3771753, -0.2974539 
Strong Tower Stopsley, Putteridge High School and Community College, Stopsley, Luton, , , LU2 8HJ, 51.9040562, -0.3837943 
Jesus House Dyce, Carnegie Hall, Skene Place, Dyce, Aberdeen, Aberdeenshire, AB21 7AY, 57.205139, -2.1905651 
Open Heavens Christian Centre Halifax, Inspire Centre, Francis Street, , halifax, West Yorkshire, HX1 3UZ, 53.7196637, -1.8765368 
Croydon Tabernacle, 38-40 Parson’s mead, , Croydon, Croydon, Surrey, CR0 3SL, 51.3792909, -0.1060129 
Testimony Assembly Romford, Unit 4 Detection House, Brooklands Approach, Off North Street, Romford, Essex, RM1 1DX, 51.5830537, 0.1741481 
Rock of Redemption Chadwell Heath, Keith Axon Centre,, 160-170 Grove Road, , Chadwell Heath, Essex, RM6 4XB, 51.5752379, 0.1216458 
Reformed Christian Centre Dartford, Hilton Dartford Bridge Hotel, Masterhead Close, Dartford, , , DA2 6QF, 51.4538005, 0.2465486 
Life Changers Assembly Rainham, Royals Youth Centre, Viking Way, , Rainham, Essex, RM13 9YG, 51.5191286, 0.1907922 
House of Praise Grays, Former Mecca Bingo, Quarry Hill, Grays, , , RM17 5BT, 51.4790991, 0.3212714 
Liberty House Chelmsford, All Saints Vicarage Hall, 76A Kings Road, Melbourne, Chelmsford, Essex, CM1 4HP, 51.746154, 0.4634989 
Holy Ghost Zone Corby, The Holiday Inn, Geddington Road, Corby, Corby, Northamptonshire, NN18 8ET, 52.4843787, -0.663978 
Majesty Court of Praise Alperton, 451 Sunleigh Road, , Alperton, London, London, HA0 4NF, 51.5388121, -0.2948465 
Omniscience Centre Romford, 29 Main Street, Romford, Romford,, Romford, Essex, RM1 3DD, 51.5826132, 0.188172 
Faith Chapel Brixton, 21/22 Praque Place (Off Lyham Road), Brixton Hill, London, London, London, SW2 5ED, 51.4552984, -0.1268054 
Trinity Praise Centre Hackney, 6-9 Rosina Street, Off Homerton High Street, , Hackney, London, E9 6JH, 51.547685, -0.0456049 
Overcomers House Gloucester, Parry Hall, Parry Road, , Gloucester, Gloucestershire, GL1 4RZ, 51.849024, -2.2377758 
Kingsborough Family Church Uxbridge, Unit 5 Swan Wharf, Waterloo Road, , Uxbridge, London, UB8 2RA, 51.538754, -0.4873368 
Covenant of Grace Leicester, 25 Edgehill Road, , , Leicester, Leicestershire, LE4 9EA, 52.6530408, -1.0972155 
Divine Favour Birmingham, Rock Community Centre, 238 Anthony Road, Alum Rock, Birmingham, West Midlands, B8 3AN, 52.487207, -1.845858 
Covenant Praise Centre Chatham, Avenue Business Centre, 17 New Road Avenue, Chatham, Chatham, Kent, ME4 6BA, 51.3824581, 0.5205609 
House of Elyon Catford, The Club Pavilion, Blackheath Hockey & Catford and Cyphers Cricket Club, Rubens Street, Catford, London, SE6 4DH, 51.4355008, -0.0315778 
Covenant Restoration Assembly Dudley, Club Dudley Social Club Centre, Waterloo Street, , Dudley, Staffordshire, DY1 2BN, 52.5072068, -2.0969891 
Jesus Church Nottingham, Roden House, Ashley Street, , Nottingham, Nottinghamshire, NG3 1JH, 52.9557983, -1.1359686 
King’s Tower Assembly Redhill, !st Floor, 24 Holmethorpe Avenue, Holmethorpe Industrial Estate, Redhill, Surrey, RH1 2NL, 51.2498631, -0.1576486 
Living Praise Church Washington, Lighthouse Christian Fellowship Centre, Manor Road (Concord), , Washington, Tyne and Wear, NE37 2DT, 54.9132594, -1.5206694 
Winners Place Guildford, Guildford Grove Primary School, Southway, , Guildford, Surrey, GU2 8YD, 51.243979, -0.6093359 
Winners Place Aldershot, Diamond Dancentre, 61/63 North Lane Aldershot, , Aldershot, Surrey, GU12 4QF, 51.2439779, -0.741143 
Crown of Glory Glasgow, 304, Maryhill Road, Glasgow, , Lanarkshire, G20 7YE, 55.8766615, -4.270743 
The Lords Vine Staple Tye, Great Pandon Community Center, Harlow, , Harlow, Essex, CM18 6YJ, 51.7552198, 0.0903417 
Jesus Pavilion Plumstead, Greenwich Community College, Plumstead Road, , Plumstead, London, SE18 7DQ, 51.4907033, 0.0790977 
Holy Ghost Zone Nuneaton, Chess Centre, 460, Cedar Road, Camphill, Nuneaton, CV10 9DN, 52.5316723, -1.5049984 
House of Hope Putney, Toland Square Clubroom, South Eastwood Est, London, London, London, SW15 5PA, 51.4564535, -0.2408454 
House of Praise Dundee, 145 Kingsway East, Pitkerro Drive, , Dundee, Angus, DD4 8AA, 56.4795929, -2.9443885 
Huntly Tabernacle of Grace Huntly, OAP Hall, Church Street, Huntly, Aberdeen, Aberdeenshire, AB54 6EW, 57.445529, -2.6891739 
Unchangeable God Centre Winton, 1-7 Jamesson Road, Winton, , Bournemouth, Dorset, BH9 2QD, 50.7478268, -1.8790005 
In His Presence Motherwell, Plot 2-10, Jupiter Street, , , Motherwell, Lanarkshire, ML1 3XW, 55.8028303, -3.9990124 
Oil of Joy Aberdeen, St. Mary’s Church, 456 King Street, AB24 5ST, Opposite The University of Aberdeen Playing fields, Aberdeenshire, AB24 5SS, 57.1642126, -2.0964251 
Impact Centre Bicester, Bicester Leisure Centre, Bicester Towm, , Bicester, Oxfordshire, OX26 2NR, 51.9000942, -1.1570167 
Amazing Grace Parish Leicester, Brice Hall,, Leicester,, Queens Road, Leicester, Leicestershire, LE5 0HS, 52.6471707, -1.0948975 
Saints Church St. Helens, Holy Trinity Church Building, Traverse Street, St Helens, , , WA9 1BW, 53.4535781, -2.720223 
Miracle Chapel Mansfield, Ladybrook Community Centre, Ladybrook Lane, Mansfield, , , NG18 5JJ, 53.145395, -1.2182277 
Living Praise Hartlepool, Centre For Independent Living, 1, Havelock Street, Hartlepool, , TS24 7LT, 54.6809111, -1.2016293 
Christ’s Mission Christian Centre, Gordon Hall,, Clay Hill Road and Bardfield Road, , Basildon, Essex, SS16 4JS, 51.5622278, 0.4889947 
Salvation Theatre Quinton, Our Lady of Fatima Church, Quinton, Birmingham, Birmingham, , B32 1LL, 52.4573613, -1.9928774 
The Lighthouse Parish Bury, Elizabethan Suite, Knowsley Street, Bury, Bury, Greater Manchester, BL9 0SW, 53.5901723, -2.2999911 
Covenant Restoration Assembly Birmingham, Bristol Street, Birmingham, , Birmingham, West Midlands, B5 7AY, 52.4680718, -1.9003451 
Salvation Theatre Sheldon, The Meadway, Community Centre, Sheldon, Birmingham, , B33 8ND, 52.4763501, -1.7894041 
Holy Ghost Zone Blackpool, Waterloo Road, Methodist Church, Waterloo Road, Blackpool, Lancashire, FY4 4BJ, 53.8012403, -3.031631 
King’s Chapel Plumstead, 240-242 Plumstead High Street, Plumstead, , Plumstead, London, SE18 1JL, 51.4863618, 0.0966603 
Rivers of Love Woolwich, Unit 6, Block 1 Woolwich Dockyard Industrial Estate,, Woolwich Church Street, , Woolwich, London, SE18 5PQ, 51.4927473, 0.0503499 
Liberty House Birmingham, St Martin Youth & Community Centre, Gooch Street, , Birmingham, West Midlands, B5 7HF, 52.4697394, -1.8951302 
Grace Church Northallerton, 66 Romanby Road, Northallerton, , , , DL7 8NQ, 54.3369309, -1.4403748 
Garden of The Lord Cardiff, Unit 1 Clydesmuir Industrial Estate, Clydesmuir Road, Tremorfa, Cardiff, wales, CF24 2QS, 51.4907764, -3.14422 
The Lord’s Vine Harlow, Vine Centre Ward Hatch, Mowbray Road, , Harlow, Essex, CM20 2NB, 51.7798167, 0.1198209 
Winners Temple Old Kent Rd, 30 Wagner Street, Off Ilderton Road, Old Kent Road, London, , SE15 1NN, 51.4790643, -0.0543724 
Rivers of Joy Finchley Road, The Community Venue, O2 Centre, 225 Finchley Road, , Finchley, London, NW3 6LP, 51.5470959, -0.1800505 
Bright House Parish, Lakeside Complex (Ground Floor) 2, Belvedere Road,, Abbeywood, Abbeywood, Kent, SE2 9AN, 51.5010842, 0.1240785 
Perth City Tabernacle Perth, National Christian Outreach Centre Complex, Riggs Road, perth, Perth, Perthshire, PH1 1PR, 56.3972941, -3.4467314 
Windsor Tabernacle Windsor, King George V1, Day Centre, 83-95, Clarence Road, Windsor, SL4 5AR, 51.4804418, -0.620964 
Covenant Restoration Assembly St Ann’s, Blue Bell Hill Community Centre, Denette Close, , Nottingham, Nottinghamshire, NG3 2GN, 52.9583578, -1.1343843 
Living Water Parish Stoke-on-Trent, Redemption Community Centre, Shelton Old Road, , Stoke-on-Trent, Staffordshire, ST4 7RX, 53.0076544, -2.1871111 
King of Kings Tabernacle Bath, Bath City Football Stadium, Twerton, Bath, , , BA2 1DB, 51.3797039, -2.394636 
St Albans Community Church, Age Concern Welfare Centre,, 1A Hall Place Close (off St Peters Street), , St Albans, Hertfordshire, AL1 3SD, 51.7559517, -0.3341601 
The House of Resurrection Mitcham, Unit 5, Blenhein Business Centre, 22 Locks Lane, , Mitcham, Surrey, CR4 2JX, 51.409822, -0.1614067 
The Sanctuary Stratford, Tom Allen Centre, Grove Crescent Road, , Stratford, London, E15 1BJ, 51.5441538, 0.0027451 
Palace of His Glory Gravesend, Unit 10, May Avenue Industrial Estate, May Avenue, Gravesend, Kent, DA11 8RU, 51.434899, 0.3523242 
The Kings Sanctuary Manor Park, Jack Cornwell Community Centre, Jack Cornwell Street, , London, London, E12 5NN, 51.5514051, 0.0642953 
Jubilee Christian Centre Coventry, 32 – 42 East Street Hill Fields, , , Coventry, West Midlands, CV1 5LS, 52.4099529, -1.4957768 
Word Alive Boreham Essex, Village Hall, Main Rd, Boreham, , Chelmsford, Essex, CM3 3JD, 51.7638539, 0.5473493 
Sure Foundation Eltham, Progress Hall, Admiral Seymour Road, , Eltham, Kent, SE9 1SL, 51.4590765, 0.0519931 
Fountain of Love Inverurie, Community Hall,, Garioch Sports Centre, Burghmuir Drive, Inverurie, Aberdeenshire, AB514GY, 57.2899052, -2.3965906 
Open Heavens London, St Richard’s Centre, Swallowfield Road, , Charlton, London, SE7 7NR, 51.4848973, 0.0291128 
Latter Rain Parish Lancaster, YMCA, Fleet Square, New Road,, Lancaster, Lancashire, LA1 1EZ, 54.0504004, -2.8020524 
Trinity Place Kent, 18, ST. MARTINS CLOSE, ERITH, , kent, DA18 4DZ, 51.4970966, 0.1287484 
City of the Great King Aberdeen, 13, Smithfield Road, Aberdeen, Aberdeen, Aberdeen, Aberdeenshire, AB24 5NR, 57.1564802, -2.0810812 
The Lord’s Citadel Hackney, 157A Stoke Newington Road, Stoke Newington, , Hackney, London, N16 8BP, 51.5568188, -0.0748154 
City of Peace Reading, South Street Arts Centre, 21 South Street, Reading, Reading, Berkshire, RG1 4QU, 51.4525568, -0.9651238 
Healing Praise Tabernacle Croydon, Community Hall, Waddon Leisure Centre, Five Ways Purley Way, Croydon, Surrey, CRO 4RG, 51.3646351, -0.1178801 
Victory Assembly Banchory, Banchory Primary School Hall, Arbaedie Road, Banchory, Banchory, Aberdeenshire, AB31 4EH, 57.0532781, -2.4937961 
House of Champions Croydon, 130, Brighton Road, Purley, , , CR8 4EX, 51.3315065, -0.1252087 
Emmanuel Parish Rushden, Southend Juniour & Infacnt School, Wemington Rod, , Rushden, Northamptonshire, NN10 9JU, 52.2798979, -0.5991727 
New Wine Haven Blackheath, Lionel Road Community Hall, Eltham, , Eltham, London, SE9 6DH, 51.4544228, 0.0388443 
Our Saviours Parish Norton-on-Tees, 110-112 (112A Sat Nav), Norton Road, Norton-on-Tees, Norton-on-Tees, Durham, TS20 2AQ, 54.5733036, -1.3102832 
Jubilee Chapel Chesthunt, Flamstead End Hall, Albemarle Avenue, , Cheshunt, Hertfordshire, EN8 0EY, 51.7125322, -0.0454547 
Oldbury On The Rock Oldbury, Conference hall, Holiday inn express, birhmingham, Junction 2, Oldbury, B69 2BD, 52.4941913, -2.0217991 
Renewal Ground Manor House, St Olaves Church Hall, Woodberry Down, , Manor House, London, N4 2TW, 51.5711562, -0.0937486 
House of Glory For All Nations Bedfont, St. Mary’s Church Hall, 9-11 Hatton Road, , Bedfont, London, TW14 8JR, 51.4516618, -0.441111 
Freedom House Bonnyrigg, 21, Dundas Street, Bonnyrigg, , , EH19 3AT, 55.8738138, -3.1042031 
Glory Chapel Newcastle, West Denton Community Centre, hill Head Road, , Newcastle,, Tyne and Wear, NE5 1DN, 54.9925667, -1.7091073 
Royal Kingdom Embassy Dagenham, Unit 4 Sterling Works Industrial Estate, Rainham Road South, Dagenham, Dagenham, Essex, RM10 8TX, 51.5490172, 0.1594711 
The Salvation Trumpeters Beckton, 8A Queensbury street, , , Beckton, London, N1 3AD, 51.5397067, -0.0935777 
Upper Room Assembly Watford, 48 The Brow, Garston Watford, Hertfordshire, , , WD25 7ET, 51.6963377, -0.3996986 
Champions Centre, Ruth Winston House, 190 Green Lanes, Palmers Green, London, London, N13 5UE, 51.6164477, -0.1090985 
The Hope of Glory Bexleyheath, St Andrews Parish Church, Bostall Heath, Brampton, Bexleyheath, Kent, DA7 5SF, 51.4761751, 0.1250091 
Hope Hall Chelmsford, Age Concern Building, 17 Cottage Place, Chelmsford, Chelmsford, Essex, CM1 6TU, 51.7519875, 0.4871153 
City of Grace Peterborough, Grace Tabernacle, 105 Wellington Street, , Peterborough,, Cambridgeshire, PE1 5DU, 52.5754514, -0.2305589 
 
Divine Revelation Parish Liverpool, 2 LISTON STREET, off Bedford road by County road, WALTON, LIVERPOOL, Lancashire, L4 5RT, 53.4468608, -2.9696453 
Beulah Land Parish, Kats Building, 1 Fountainwell Street, , Glasgow, Lanarkshire, G21 1RB, 55.873658, -4.2384679 
City of Refuge Manchester, Unit 2, White House Works, Clough Road, Moston, Manchester, M9 4FP, 53.5148717, -2.2045272 
Grace Sanctuary for all Nations Kingston upon Thames, John Bunyan Baptish Church, Basement Hall, 28-46 Cromwell Road, Kingston, Kingston upon Thames, KT2 6RN, 51.4121473, -0.2968453 
Covenant Restoration Assembly Dunfermline, Carnegie Leisure Centre, 46 Pilmuir Street, Dunfermline, Dunfermline, Fife, KY12 0QE, 56.0740784, -3.4605422 
Liberation Centre Whitechapel, 80-81, Nelson Street, Whitechapel, London, London, E1 2DY, 51.5151204, -0.0579096 
Victory Centre Oxford, Chadwick Hall, Headington, , Oxford, Oxfordshire, OX3 7QH, 51.7529439, -1.2221676 
City of David Stevenage, Stevenage Arts & Leisure Centre, Lytton Way, Stevenage, Stevenage, Hertfordshire, SG1 1LZ, 51.9014769, -0.205199 
Love Arena Farnworth, 3 HARROWBY  STREET, FARNWORTH, BOLTON., Bolton, Greater Manchester, BL 4 7BU, 53.5489466, -2.402676 
The City of God Dartford, 193, Crayford Road, Crayford, , , DA1 4HA, 51.4511991, 0.1795214 
Temple of Faith Basildon, 301 Long Riding, Basildon, , Basildon, Essex, SS14 1QR, 51.5719219, 0.4754243 
Harvest Fellowship Rugby, 35-37 Albert Street (Rugby), , , Rugby, Warwichshire, CV21 2SG, 52.3744571, -1.2595674 
Water of Life Sanctuary Milton Keynes, Kings Centre, Simpson Road, Simpson, Milton Keynes, Buckinghamshire, MK63 AL, 52.0144366, -0.7161252 
Light House Assembly Hackney, Unit 7B Bison House entrance by Sedgwick Street, 150-164 Homerton High Street Hackney, , Hackney, London, E9 6AA, 51.547408, -0.0435543 
Covenant Restoration Assembly Selly Oak, Bournbrook & Selly Oak Social Club (Opposite Aldi Stores, Bristol Road), 13A Hubert Road, Selly Oak, Birmingham, West Midlands, B29 6DX, 52.4434807, -1.9341496 
Rock of Redemption Rehoboth Parish Camberwell Green, Destiny House, 95 Camberwell Station Road, , Camberwell, London, SE5 9JJ, 51.4742176, -0.096583 
Grace Chapel For all Nations Bethnal Green, 171 Rushmore Road, off Chatsworth Road, Bethnal Green, London, London, E5 0HA, 51.5549021, -0.043752 
Kingdom of God Cardiff, Makintosh Social and Spot Club, 38 keppoch street, , cardiff, Wales, CF24 3JW, 51.4912572, -3.1693095 
Fountain of Life Braintree, FOL House, (Rear Unit),, , 85-91 East Street, Braintree, Essex, CM7 3JW, 51.8798682, 0.5628988 
Bible Christian Fellowship, THE AVENUE METHODIST CATHEDRAL, THE AVENUE, LINTHORPE, Middlesborough, North Yorkshire, TS5 6PA, 54.5594048, -1.2432972 
House of Grace Oxford, Asian Cultural Centre, Manzil Way, , Oxford, Oxfordshire, OX4 1GH, 51.7474387, -1.2313442 
The Zoe Parish Paiseley, 21, Gauze Street, , Paisley, Renfrewshire, PA1 1ES, 55.8462526, -4.4194377 
All Saints Assembly Lincoln, Grandstand community centre, Carholme Road, , Lincoln, Lincolnshire, LN1 1SE, 53.2339279, -0.5601516 
Pentecost Arena Birmingham, The Sanctuary, Tangmere Drive, Castle Vale, Birmingham, West Midlands, B35 7PX, 52.5189991, -1.7897458 
Praise Embassy Bromley, 33a Bexley Road, Erith, , Bromley, Greater London, DA8 1SH, 51.4803916, 0.1784791 
Majesty Habitation of Praise Benfleet, Benfleet, Hadleigh, , , , SS7 1TF, 51.5618449, 0.5848682 
Light House Parish Brighton, Congress Hall, 3-5 Park Crescent Terrace, Brighton., Brighton, West Sussex, BN2 3HD., 50.8331683, -0.1317845 
Sanctuary of Peace Greenwich, Crook Log Leisure Centre, Brampton Road, Bexleyheath, , , DA7 4HH, 51.4602489, 0.1244996 
Hope Centre York, Clements Hall, Nunthorpe Road, , York, North Yorkshire, YO23 1BW, 53.9524037, -1.0888226 
